index,product,category,sub_category,brand,sale_price,market_price,type,rating_clean,description,sale_price_original,sale_price_capped,discount_pct
597,Ready to Eat - Chicken Darbari,Snacks & Branded Foods,Ready To Cook & Eat,Kitchens Of India,190.0,200.0,Heat & Eat Ready Meals,3.9,Kitchens of India Darbari Chicken offer rich smell of the timeless preparations is the results of a great mix of tradition and cooking expertise. The right ingredients at just the right proportions culminate to a mouth watering feast of flavors. Chunks of tender chicken cooked with rich butter-laced tomato gravy bring a mouth watering practice like no other.,190.0,190.0,5.0
604,Sweetss - Badam halwa,Snacks & Branded Foods,Indian Mithai,Sangam Sweets,600.0,600.0,Fresh Sweets,4.0,"A delicacy rooted in indian tradition, badam halwa is indispensable for celebrations of any kind. It is good to have on normal days too! Infact, grandmas unfailingly advice their grandchildren to have a spoonful of this wholesome halwa every morning, all through the winter. This is one delicious morning ritual nobody would want to skip!",600.0,600.0,0.0
606,Tomato Ketchup,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Madhur,110.0,110.0,Tomato Ketchup & Sauces,4.0,"Fresh, tangy and delicious! Madhur brings to you the flavours of the tomato ketchup in a brand new look. Experience a burst of yummy flavours, and use it as a dip for your sandwiches, chips, French fries and all your evening snacks!",110.0,110.0,0.0
610,Crushed Chikki Peanut Bar,Snacks & Branded Foods,Indian Mithai,Paper Boat,300.0,300.0,Chikki & Gajjak,4.1,"Why reimagine a classic, you might ask. But wait until you taste our crushed peanut chikki. Made from golden roasted peanuts that have been crushed and melded with sticky-sweet jaggery, this chikki is an explosion of flavour and texture. All natural, there is nothing artificial about Paper Boat Crushed Peanut Chikki, after all your favorite childhood treat should find you just the way you like it, real and yummy!",300.0,300.0,0.0
636,5 Star Oreo Chocolate Bar,Snacks & Branded Foods,Chocolates & Candies,Cadbury,35.0,35.0,Chocolates,4.4,Enjoy the all-new 5 Star Oreo with crunchy Oreo biscuits surrounded by flowing caramel. A delicious indulgent combination of chocolate and caramel with a twist of Oreo. Enjoy Longer-lasting chewy multi-textured chocolatey experience with Cadbury 5 Star Oreo Chocolate Bar.,35.0,35.0,0.0
655,Atta Noodles - Masala,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Top Ramen ,80.0,80.0,Instant Noodles,4.1,"To discover the proper combination of Taste and Health, Crave for the best, get Top Ramen Atta Masala Noodles. Made from 100% wholesome Atta and packed with an exciting masala for delicious taste. Top Ramen Atta noodles is a stomach filling treat for all. Wheat or Atta is a rich source of Carbohydrates and Proteins that plays great role in reducing the risk of developing metabolic syndromes.",80.0,80.0,0.0
657,Noodles - Medium Egg,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Blue Dragon,275.0,275.0,Instant Noodles,4.0,Blue Dragon Noodles - Medium Egg 300 g Pouch,275.0,275.0,0.0
662,Dates Pickle,Snacks & Branded Foods,Pickles & Chutney,Double Horse,150.0,150.0,Other Veg Pickle,4.3,Double Horse Dates Pickle 400 g,150.0,150.0,0.0
666,Honey - Weight Watchers,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Future Organics,550.0,550.0,Honey,5.0,"Ginger is very effective in stimulating weight loss, especially for diminishing cholesterol levels. For a small vegetable, garlic sure has a big and well deserved reputation. It helps reduce unhealthy fats, hyper- tension and plaques that blocks the arteries. Cinnamon mixed with forest honey can reduce weight. Regular consumption of lemon helps detoxification and makes you slimmer, reducing your weight easily",550.0,550.0,0.0
669,Garlic Treat,Snacks & Branded Foods,Snacks & Namkeen,FruitTreat,90.0,90.0,Namkeen & Savoury Snacks,4.1,"This is a product of malnad region of Karnataka and it is made using good quality Garlic. It is naturally and organically cultivated in the heart of the Western Ghats of this region. It is prepared with the state-of-the-art healthy vacuum frying process. It retains all the nutritional contents of the fruits intact! The crispy, crunchy and tasty garlic with no added colour, sugar or any preservatives that leads to the original taste of Garlic relishment!! Grab your share of natural & healthy fruits - Treat and Taste now!",90.0,90.0,0.0
672,Gulab Jamun - Gol M Gol,Snacks & Branded Foods,Ready To Cook & Eat,Bikaji,230.0,230.0,"Tinned, Packed Sweets",3.6,"Gulab jamun gets its brownish red color because of the sugar content in the milk powder (khoya). In other types of gulab jamun,  sugar is added in the batter, and after frying, the sugar caramelization gives it its dark, almost black color, which is then called kala jam.",230.0,230.0,0.0
680,Choco Delite Bar,Snacks & Branded Foods,Breakfast Cereals,RiteBite Max Protein,420.0,420.0,Granola & Cereal Bars,4.0,"A SPECIAL TREAT FOR YOUR TASTEBUDS: A great blend of scrumptious nuts, superfoods enrobed with DARK CHOCOLATE. All of these accompanied by a subtle nutty texture which promises a modest crunch with every bite. It’s no less than a DELIGHT to your taste buds. NUTRITION AND LOT MORE: Almonds that serve as a source of protein, Oats for the richness of Fibre, Raisins that adds natural electrolytes and aid digestion, Cashews that are rich in magnesium and zinc and quinoa provides sustained energy with Low GI. A product with clean and natural ingredients and no preservatives. YOUR GO-TO SNACK: A pack full of goodness for all your sweet cravings. No more guilt for your midnight binge or when you have a craving for something sweet. This little pack can get you through all those tiring commutes or even those quick exercise sessions. We have got you covered. MADE IN INDIA: We are truly local & proudly vocal about it.",420.0,420.0,0.0
687,Rockers - Chocolate laddu,Snacks & Branded Foods,Indian Mithai,MISHT,299.0,299.0,Fresh Sweets,4.2,"Traditional channa ladoo covered intensely with a thick layer of chocolate.
Celebrations are incomplete without mithai. Misht is made with the finest ingredients without preservatives and is packed hygienically using cutting edge technology to bring out an authentic flavour. Celebrate with Misht! Every bite hits the sweet spot!",299.0,299.0,0.0
698,Red Pasta Sauce,Snacks & Branded Foods,Ready To Cook & Eat,Weikfield,40.0,40.0,Breakfast & Snack Mixes,4.0,Weikfield Red Pasta Sauce 200 g,40.0,40.0,0.0
699,100% Pure Honey - Worlds No.1 Honey Brand With No Sugar Adulteration,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Dabur,138.0,170.0,Honey,4.2,"Do you want to boost your Immunity? Do you find it difficult to manage a healthy weight? Do you want to give a healthy start to your day? Do you wish to improve your digestion and metabolism? If the answer to the above questions asked is YES, then you can include World’s No 1 Honey brand - Dabur Honey as a part of your daily regime. Dabur Honey is 100% pure and entirely sourced from Indian beekeepers. Every batch of Dabur Honey conforms strictly with all the 22 parameters mandated by FSSAI (Food Safety and Standards Authority of India) for testing Honey. Dabur Honey undergoes 100+ tests and is LCMS/MS tested for antibiotics, IRMS tested for no sugar adulteration and LCMS/MS-SMR tested for zero sugar syrup adulteration. Dabur Honey is completely sourced, tested and packed by us ensuring that it is untouched by human hand. According to a recent clinical study, people who consumed Dabur honey with lukewarm water every morning, showed significant improvement in stamina, digestion and waist-hip size.* For a healthy start to your day, you can have Dabur Honey with lukewarm water daily to see results. Check purity certificate and report of your pack of Dabur Honey by sending your batch code as Whatsapp to 4071781666 or logon to daburhoney.com",138.0,138.0,18.823529411764707
706,"Namkeen - Murku, Ribbon",Snacks & Branded Foods,Snacks & Namkeen,Sanjay ,55.0,55.0,Namkeen & Savoury Snacks,4.2,Made with gramflour&riceflour,55.0,55.0,0.0
708,Chewy Mints - Lemon,Snacks & Branded Foods,Chocolates & Candies,Doublemint,50.0,50.0,Mints & Chewing Gum,4.1,"Opportunities to connect with someone new happen often, but it can feel nerve-wracking and never lasts long. Doublemint’s chewy mint has two layers: a thin, crispy outer shell and a chewy, freshening core. They're great for an instant fresh feeling that's oh-so-satisfying to chew. Doublemint Lemon gives you the confidence to let your guards down and start something fresh. This chewy mint is specially designed for those who demand long-lasting fresh breath along with a minty blast. The bold flavours of Doublemint mint come in a convenient re-sealable bottle so you can pop a rush of freshness whenever the moment strikes you. Now be fresh breath ready with Doublemint, even with the mask on!
The next time you need a quick, fresh boost, pop the mint that’s fresh and delightfully chewy while working at home, studying, working out or even virtually meeting new people. Now with Wrigley’s Doublemint, you will never miss out on that ultimate moment of connection!",50.0,50.0,0.0
713,Jack Fruit Chips,Snacks & Branded Foods,Snacks & Namkeen,A-1 Chips,120.0,120.0,Namkeen & Savoury Snacks,3.9,A-1 Made with High Quality ingredients to make snack time better.,120.0,120.0,0.0
718,Multigrain Chips - Dahi Papdi Chaat,Snacks & Branded Foods,Snacks & Namkeen,Too Yumm!,29.75,35.0,Chips & Corn Snacks,4.1,"Too Yumm! has the goodness of vegetable and multigrain, It is smart snacking with a great taste and less guilt. Too Yumm! Multigrain Chips - made from 7 grains: Wheat, Rice, Corn, Gram, Oats, Soya and Ragi was the answer to fulfilling a king-sized appetite. It is baked and not fried.40% less fatGoodness of Protein",29.75,29.75,15.0
727,Pickle - Avakkai,Snacks & Branded Foods,Pickles & Chutney,Mambalam Iyers,57.0,57.0,Lime & Mango Pickle,4.1,Mambalam Iyers Aavaka pickle is made by raw mango with Chilly and mustard seeds. These ingredients are making the pickles extremely spicy and tasty.,57.0,57.0,0.0
745,Cup Noodles - Italiano,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Nissin,50.0,50.0,Cup Noodles,4.0,Nissin Cup Noodles - Italiano 70 g,50.0,50.0,0.0
757,Pickle - Chicken,Snacks & Branded Foods,Pickles & Chutney,Double Horse,265.0,265.0,Non Veg Pickle,2.2,Double Horse Pickle - Chicken 400 g,265.0,265.0,0.0
764,Chicken Nuggets,Snacks & Branded Foods,Frozen Veggies & Snacks,sumeru,269.0,269.0,Frozen Non-Veg Snacks,4.0,"Sumeru brings you tasty chicken nuggets, made with chicken mince, which is well-seasoned and beaded to give you a snack that you can enjoy anytime with your family, friends, or just with yourself.",269.0,269.0,0.0
774,Diet Chivda,Snacks & Branded Foods,Snacks & Namkeen,Garden,50.0,50.0,Namkeen & Savoury Snacks,4.2,"Garden Diet Chivda contains healthy ingredients and is well-known for its high purity, rich aroma, crispness and yummy taste. The delicious taste and low cholesterol content makes this chivda wonderful for evening coffee or tea.",50.0,50.0,0.0
775,Chilli Garlic Aioli Dip,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",All That Dips,160.0,200.0,Dips & Dressings,4.2,"Chilli Garlic Dip is one that excites everyone. Its has chunks of green chillies, garlic and a surprise of Mustard. All That Dips Aioli are creamy, rich and full of flavours. You can use as a dip, spread or as an ingredient in your cooking adventure.",160.0,160.0,20.0
779,Pasta & Pizza Sauce - No Onion & No Garlic,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Veeba,89.0,89.0,Mayonnaise,4.2,Experience the full flavour of pasta-pizza sauce without any onion or garlic. It is made from 38% fresh tomatoes and herbs. Use it as a dressing or a dip sauce.,89.0,89.0,0.0
803,Energy Bar Hazelnut Magic 6 pcs + Energy Bar Oat & Apricot 6 pcs,Snacks & Branded Foods,Breakfast Cereals,On The Run,600.0,600.0,Granola & Cereal Bars,4.2,"Dates, hazelnuts, oats and with the power of ashwagandha, it cannot get any better! Whether you need a pre-exercise boost or looking to balance your sugar levels, dates and honey will provide you with a nutritionally balanced blast of sustained energy. Use it as a mid-meal snack or when you crave for a sweet! Hazelnuts are high in healthy polyunsaturated and monounsaturated fats. Ashwagandha will keep you fighting fit!Looking for fibre? Looking for something healthy to keep yourself full for a longer time.This baked bar with oats, walnuts, cranberry, honey and apricot is just the thing you need when hungry. Mild in its sweetness, this bar derives its slightly sour taste from apricots. Oats contain high levels of soluble fibre giving the extended sensation of fullness. Also, the only cereal containing legume like protein, its protein content is equivalent to the soy protein.",600.0,600.0,0.0
815,Papad - Special Punjabi Masala,Snacks & Branded Foods,Ready To Cook & Eat,Atish ,90.0,90.0,"Papads, Ready To Fry",3.2,"Urad Dal Flour, Salt, Water, Hings, Calcium Bi-Carbonate (Papad Khar), Edible Oil, Black Pepper etc.",90.0,90.0,0.0
817,Cookies - Cashew,Snacks & Branded Foods,Biscuits & Cookies,Unibic,36.0,40.0,Cookies,4.1,"Baked with Real Butter, Contains added artificial flavour ( Vanllin) Contains Gluten, Milk, Soy and Nut Store in a cool, dry place and away from direct sunlight. Once opened, store in an air tight container Please dispose of this package thoughtfully",36.0,36.0,10.0
