index,product,category,sub_category,brand,sale_price,market_price,type,rating,description,rating_clean
20826,Pregnancy Gift Box For Expectant Mothers,Baby Care,Mothers & Maternity,The Moms Co,1440.0,1440.0,Maternity Personal Care,2.0,"It contains a range of pampering spa products like calming body wash, body butter, and stretching oil. Pregnant moms can use every item knowing it will not harm themselves or their baby. Protect your skin with these all-natural spa products. The entire pregnancy spa set comes packaged inside our charming white gift box. Our pregnancy body wash will help revive your skin and even improve your morning sickness symptoms. Best of all, it works great for anyone looking to moisturise and revitalise their skin. Use the Natural Body Butter to combat the dry, itching, and stretching skin associated with pregnancy. Its 100% all-natural, the all-vegan formula works great during and after pregnancy.The Natural Stretch Oil soothes your skin and increases its elasticity as it grows to make room for your baby. It will provide comfort to your belly, hips, and breasts especially.What is in: Deeply moisturises with cocoa and shea body butter, natural Vitamin E helps prevent skin damage Increases the elasticity of skin and regeneration with Seabuckthorn Oil. What is out: The shea and cocoa butter are made without harmful chemicals like mineral oil, sulphates, parabens, DEA/TEA, phenoxyethanol, synthetic fragrances, and PEGS. It is safe to use during pregnancy, postpartum, breastfeeding and suitable for babies.",2.0
20913,Baby Creamy Wash - Soothing Relief,Baby Care,Baby Bath & Hygiene,Aveeno,799.0,799.0,Baby Oil & Shampoo,3.0,"""AVEENOÃ‚Â® Baby Soothing Relief Creamy Wash is specially formulated with ACTIVE NATURALÃ‚Â® Colloidal OatsÃ‚Â® Formula and rich emollients that gently cleanse and soothe easily irritable and dry baby skin. The hydrating, tear-free rich creamy wash contains 5 vital elements present in oats, also naturally found in healthy skin. It leaves skin feeling moisturized for 24 hours, so that your baby's skin looks and feels healthier.

AVEENOÃ‚Â® uses select natural ingredients because of their advanced benefits. These are called ACTIVE NATURALSÃ‚Â®, ingredients uniquely formulated to deliver visible results.
Scientists at AVEENOÃ‚Â® follow highest standards of ingredient selection, formulation and manufacturing, with processes that retain the strength and purity of such ingredients. 

Carefully extracted from the oat kernel, ACTIVE NATURALÃ‚Â® Oat Extract contain 5 vital ingredients also found naturally in healthy baby skin. These ingredients like proteins, lipids, enzymes, vitamins and anti-oxidants provide a soothing effect, while deeply nourishing delicate baby skin.""",3.0
20979,"Baby Bed Protector - Plain Print, Navy Blue",Baby Care,Baby Bath & Hygiene,Quick Dry,185.0,185.0,Baby Health,3.0,"These bed protectors for babies bed from Quick Dry are quick absorbent that makes it dry faster. It protects the baby against the dust mites, bacteria and allergens. This leakproof protector is soft, cosy and smooth. It can be easily washed in the washing machine. It comes in a variety of colours with attractive print designs and sizes.",3.0
21030,"Perfumed Water - Sweet, Natural Sensation",Baby Care,Baby Bath & Hygiene,Chicco,699.0,699.0,Baby Bath,3.0,"With its fresh and delicate fragrance and low alcohol content, Eau de Cologne will enhance your babys natural scent whilst respecting their delicate skin.
Chicco Natural Sensation is a new line based on the studies which followed the natural development process of the babys skin, as in the mothers belly. All formulas are inspired by the Vernix Caseosa composition, the natural protection during pregnancy to cleanse, protect and nurture the skin, containing only what the baby needs.",3.0
21155,Rattle Set - Musical,Baby Care,Baby Accessories,Mee Mee,899.0,899.0,Soothers & Teethers,4.0,"Keep your baby entertained with the mee mee musical rattle set. this rattle set includes seven appealing and colourful rattles in different shapes that your child is sure to love. an ideal playtime companion for your little angel, this rattle set builds grip and encourages touch. the rattles also help in stimulating your babys audio and visual senses. this rattle set also includes an attractive baby mobile phone with light and music. with this mobile phone, you can easily teach your baby the letters of the alphabet as well as numbers",4.0
21165,"Baby Bed Protector - Plain Print, Salmon Rose",Baby Care,Baby Bath & Hygiene,Quick Dry,379.0,379.0,Baby Health,4.0,"These bed protectors for babies bed from Quick Dry are quick absorbent that makes it dry faster. It protects the baby against the dust mites, bacteria and allergens. This leakproof protector is soft, cosy and smooth. It can be easily washed in the washing machine. It comes in a variety of colours with attractive print designs and sizes.",4.0
21175,"Anticolic Feeding Bottle - Pink, Green, 2m+",Baby Care,Feeding & Nursing,Chicco,579.0,579.0,Sippers & Bottles,3.5,"Well-being Feeding Bottles range from Chicco are made from polypropylene and is made per the latest market demands. It is easy to clean and very practical for mums. This bottles for infants have pretty and attractive decorations, whilst the bottles for older kids are brightly coloured with fun decorations.",3.5
21203,Baby Cottontouch Newborn Head-To-Toe Bath,Baby Care,Baby Bath & Hygiene,Johnsons,99.75,105.0,Baby Bath,3.8,"Johnson's Baby CottonTouch Newborn Baby Head To Toe Baby bath with No More Tears technology designed for your newborn baby's sensitive skin. Designed to provide new babies with gentle care their skin needs. It is perfectly pH-balanced to baby's sensitive skin, keeps newborn skin soft, healthy and irritation-free. The ultra-light formula is hypoallergenic, free from parabens, sulfates & dyes. Designed for zero irritation on a newborn's delicate skin. Fragrance, allergy-free.",3.8
21352,Nature Care Diaper Pants - Large Size,Baby Care,Diapers & Wipes,Huggies,363.09,399.0,Diapers,,"Nature's gentle protection for your baby's delicate skin. Presenting the new Huggies Nature Care Diaper Pants. Made with organic cotton and a pH balanced liner, it's the ideal pant-style diaper for your little one's delicate skin. With no added parabens, latex & chlorine it gently protects your baby's skin. It's more than a diaper pant, it's a hug from Nature. Made with organic cotton and a pH balanced liner with no added parabens, latex & chlorine with the wetness indicator.",
21472,Premium Care Large Monthly Box Pack - 88 Diaper Pants,Baby Care,Diapers & Wipes,Pampers ,1511.28,2099.0,Diapers,4.3,"New Pampers Premium Pants with cotton-like soft materials is best for your babys delicate skin. Pampers Premium Pants contain lotion with Aloe Vera and 3 Air Channels which helps your babys skin breathe. Experience 5 Star comfort with unique added features like Wetness Indicator which turns Yellow to Blue indication when you may change and Disposal Tape which helps you in the easy disposal of the diaper. Pampers is the No. 1 choice of Doctors for diapers. Pampers Premium Pants are available in New-born (NB), S, M, L, XL and XXL sizes.",4.3
21545,Premium Baby Wet Wipes With Aloe Vera - Paraben Free,Baby Care,Diapers & Wipes,Bodyguard,292.5,375.0,Baby Wipes,4.0,"BodyGuard Premium Baby Wet Wipes are specially made for the baby's delicate skin. It is enriched with aloe vera extracts to give a soft and moisturised feel. The wipes contain special conditioners and emollients to nourish the skin and are ideal for cleansing while changing the diaper. These wipes are probably the safest wipes for your kid, as it contains 98% demineralised water.",4.0
21599,Premium Care New Baby Small - 70 Pant Diapers,Baby Care,Diapers & Wipes,Pampers ,813.26,1099.0,Diapers,3.8,"New Pampers Premium Pants with cotton-like soft materials is best for the delicate skin of the baby. Pampers Premium Pants contain lotion with Aloe Vera and 3 Air Channels which helps the skin breathe. Experience 5 Star comfort with unique added features like Wetness Indicator which turns Yellow to Blue indication when you may change and Disposal Tape which helps you in the easy disposal of the diaper. Pampers is the No. 1 choice of diapers as rated by Doctors. Pampers Premium Pants are available in New-born (NB), S, M, L, XL and XXL sizes.",3.8
21611,New Dry Diapers - Large Size,Baby Care,Diapers & Wipes,Huggies,1445.7,1580.0,Diapers,3.8,One of the most important baby care products that you buy for your baby is diapers. A good quality diaper can help keep your baby comfortable during play as well as sleep time. Choose Huggies New Dry Diapers â€“ these diapers are highly absorbent and help in keeping your babyâ€™s skin dry & fresh. These diapers are suitable for your babyâ€™s skin to ensure uninterrupted play and nap time. Huggies New Dry is available in different sizes from Small to Large to suit your baby.,3.8
21641,"Soothing Baby Massage Oil With Sesame, Almond & Jojoba Oil",Baby Care,Baby Bath & Hygiene,Mamaearth,399.0,399.0,Baby Oil & Shampoo,4.0,"Babies bring with them the happiness that’s unlike any other feeling! As a mother, you want your baby to always stay healthy and strong. This starts with massaging them for not only stronger bones but also nourished skin. Hi! I am Mamaearth Soothing Massage Oil for Babies. I am made with 100% natural ingredients such as Sesame, Almond, Jojoba, and Coconut Oil. Almond Oil moisturizes while repairing dry skin. Jojoba Oil makes skin soft and nourished while keeping sun damage away. That’s not all. Massage time is also great for bonding with your baby. It’s the best form of love you can give your little one! I am dermatologically tested and hence suitable for your baby’s sensitive skin. I am MadeSafe Certified, which means that I contain no Harmful Chemicals, Toxins, Mineral Oils or Parabens. I am 100% safe for your bundle of joy.",4.0
21673,"Snacks - Melts, Carrot & Cumin, 9+ Months, 100% Natural & Healthy",Baby Care,Baby Food & Formula,Timios,280.0,280.0,Baby Food,,"Timios Carrot and Cumin Melts are made from 100% natural and non-fried whole grains loaded with the goodness of natural fruits and vegetable extracts. Its soft texture makes it easy to dissolve in your babys mouth instantly making them easier to swallow. Timios Melts come in different flavours for you to choose from and for your baby to relish. This product does not contain any artificial colours, flavours and preservatives.",
21899,Infant Nail Scissors,Baby Care,Baby Accessories,Pigeon Baby,795.0,795.0,"Combs, Brushes, Clippers",4.0,"Pigeon present this amazing nail scissor for trimming your little ones soft and delicate nails. The rounded tips are safe for the baby and it is made from the fine quality stainless steel. This nail scissor is ideal for baby care. Also, it protects your babys tender skin and it doesnt cause any unnecessary inquiry.",4.0
21990,Moisture Rich Rose Soap - For Moms,Baby Care,Mothers & Maternity,Himalaya,55.0,55.0,Maternity Personal Care,4.4,"Himalaya FOR MOMS Moisture Rich Rose Soap is specially designed for new moms. A rich blend of natural and deeply nourishing ingredients like Extra Virgin Coconut Oil, Cocoa and MangoButters, this soap will pamper you, leaving your skin feeling soothed and hydrated. The aromatherapy benefits of rose uplift the mind, making your bathtime a luxurious experience.",4.4
22025,Baby Cottontouch Newborn Head-To-Toe Bath,Baby Care,Baby Bath & Hygiene,Johnsons,352.75,415.0,Baby Bath,4.4,"Johnson's Baby CottonTouch Newborn Baby Head To Toe Baby bath with No More Tears technology designed for your newborn baby's sensitive skin. Designed to provide new babies with gentle care their skin needs. It is perfectly pH-balanced to baby's sensitive skin, keeps newborn skin soft, healthy and irritation-free. The ultra-light formula is hypoallergenic, free from parabens, sulfates & dyes. Designed for zero irritation on a newborn's delicate skin. Fragrance, allergy-free.",4.4
22055,Baby Sun lotion SPF50+,Baby Care,Baby Bath & Hygiene,Sebamed,1400.0,1400.0,Baby Creams & Lotions,,"Babies' & children's skin should not be exposed to direct sunlight, especially under the age of 3. In today's environmental conditions it is extremely important to make sure a child wears a hat and the predominant part of the body is covered with a swimming suit, T-shirt and shorts when playing at the beach or outdoors. Benefit Baby Sun lotion SPF50+:1) Highly effective UVA/UVB filter system combined with micro-pigments prevents sunlight-induced damage and irritation to skin 2) Skin protection with vitamin E and regenerating pro-vitamin B5 3) Natural Hydro-Fructol formula provides intense hydration to protect against dryness 4) Oil-Free 5) Easily applied, non-greasy, does not leave a white residue 6) Alcohol-free 7) Without colour additives 8) Free from Paraffin, Parabens, PEG bonds and PABA esters, acrylamide",
22065,Baby Feeding Bottles For Milk & Water,Baby Care,Feeding & Nursing,Vauva,220.0,220.0,Sippers & Bottles,4.2,"CK  Bottle with anti-colic nipple works in the same way as the mammary glands. Its system means that bubbles disappear so that no air is swallowed, thus helping to reduce gassy colic. The shape, length and feel of its ultra-soft silicone teat mimic the mother's nipple.",4.2
22100,"Adult Diapers - Super Breathable, Large",Baby Care,Diapers & Wipes,Seni,600.0,800.0,Diapers,,"Seni is the European brand of superior quality absorbent products and skincare solutions that won the trust of millions of incontinent patients as well as caregivers worldwide. Profound knowledge and a wealth of experience ensure maximum comfort of use and specialist protection against skin disorders such as bedsores. The essential feature of Seni products is Air breathability. Free air circulation significantly lowers the risk of chafes, skin irritations and bedsores prone to develop especially in bedridden patients. Breathable products are absolutely necessary to ensure proper air ventilation, avoid certain skin disorders and keep the skin in good condition. 

Imported from Europe.
Breathable all-in-one diapers Super Seni Plus with increased absorbency are recommended especially for the day - time for bedridden patients with moderate, heavy and very heavy incontinence.
The essential feature of Seni products is Air breathability. Free air circulation significantly lowers the risk of chafes, skin irritations and bedsores prone to develop especially in bedridden patients. Breathable products are absolutely necessary to ensure proper air ventilation, avoid certain skin disorders and keep the skin in good condition.",
22134,"Baby Diaper - Pants, Small, 4-8 kg, Soft Cotton, Soaks up to 12 Hours",Baby Care,Diapers & Wipes,Pampers ,1060.24,1398.0,Diapers,4.1,"Pampers baby-dry pants style diapers are the only pants in India with new Air Channels providing your baby with a new type of dryness overnight; breathable dryness. Magic Gel locks wetness away for up to 12 hours of dryness. The new & improved product design enables a comfortable fit, closer to the baby's body. The flexible waistband adapts to the baby's movements for a comfortable fit. Baby lotion with Aloe Vera helps protect your baby's delicate skin from diaper rash and irritation. A top layer with a cotton-like soft material, for a comfortable nights sleep. Fun exterior graphics, fun designs and characters to enjoy with your baby.",4.1
22235,Wonder Pants Xtra Small - 12 Diapers,Baby Care,Diapers & Wipes,Huggies,99.0,99.0,Diapers,4.3,"Nothing can be more important than the comfort & well-being of your baby. This flagship diaper pants, Huggies Wonder Pants, have been carefully designed to protect your precious bundle of joy. It has cushiony cotton soft material all round to keep the precious skin of your baby perfect. It has outstanding absorption up to 12 hours which wraps your baby in a world of comfort. It has advanced dry touch sheet to keep your baby dry all night long.",4.3
22251,Baby Protective Jelly,Baby Care,Baby Bath & Hygiene,Pigeon,129.0,129.0,Baby Creams & Lotions,,"Pigeon’s Baby Protective Jelly is enriched with the goodness of Vitamin E. It forms a protective layer on the baby’s skin which
prevents moisture loss and helps rejuvenates dry and chapped skin. It makes the skin supple and moisturised.",
22263,Total Care Baby Pants Diapers - M,Baby Care,Diapers & Wipes,Himalaya,932.0,1050.0,Diapers,2.0,Powered by natural anti-rash shield: Indian Aloe and Yashad Bhasma (Zinc Oxide) (that prevent the risk of diaper rash) Soft easy-to-fit design offer care and comfort to your baby. silky soft inner layer for soft & sensitive skin Breathable fabric ensures proper air circulation and leakproof soft elastic edges prevent leakage. Superabsorbent polymer (SAP) layer: Rapidly absorbs multiple wettings and provides maximum protection from dampness. Wetness indicator: Turns green to show when the baby wets the diaper. Keeps skin dry so that baby gets an undisturbed and restful sleep.,2.0
22302,Baby Happy Diapers - Mini,Baby Care,Diapers & Wipes,Bella,2638.0,2638.0,Diapers,,"Early Care System – newborns and infants require especially gentle care, that’s why Early Care System consists of qualities most vital for them – softness, gentleness and avoiding rushes and irritations to the sensitive skin. Specially embossed inner non-woven material provides quick absorption, and its gentle, soft structure tucks in the sensitive skin of the littlest ones. Along with soft outer layer makes the diaper feel like the softest underwear. The breathable outer layer protects against irritations and wetness indicator lets the parents decide when to change the diaper. Airflow Technology - Breathability of the diaper provides access to the fresh air to the baby's skin, prevents diaper rash and minimizes the risk of irritation. Premium Dry - Special embossed non-woven speeds-up the absorption and increases the feeling of the dryness. Extra Softcover - Super soft external layer of the diaper provides a feeling of exceptional softness and comfort. Wetness Indicator - To ensure that your baby will always have dry skin - there is a wetness indicator, which clearly (by colour change) shows to the parents that the diaper needs to be changed. 0% perfume – Happy diapers do not have any synthetic fragrances. 0% chlorine – do not contain raw material bleached with elemental chlorine, 0% latex – do not contain latex elements which may cause irritations in people sensitive to this material. Happy diapers are dermatologically tested, they also have a positive opinion from the Mother and Child Institute of Poland and a positive opinion from the Polish National Insitute of Hygiene.",
22313,"Cerelac Baby Cereal with Milk - Ragi Apple, From 8-12 Months, Rich in Iron",Baby Care,Baby Food & Formula,Nestle ,245.0,245.0,Baby Food,4.5,"Nestle Cerelac Baby Cereal with Milk, Ragi Apple is a complementary food for babies from 8 to 12 months. While infants and children have higher requirements of nutrients than adults, 2 serves of Cerelac Ragi Apple Cereal provides 75% of a baby’s daily need for iron. It is also, a source of 19 important nutrients including vitamins and minerals. Nestle develops infant nutrition products backed by evolving science and research. Innovation has been at the heart of Nestle since its beginning.
Important Notice: Mother’s milk is best for your baby.
Safety Warnings: Infant food should be used only on the advice of a health worker as to the need for its use and the proper method of its use. Infant food is not the sole source of nourishment for an infant. Use prepared feed within half an hour otherwise microbial deterioration may set in. Discard unused feed.",4.5
22462,Natural Baby Shampoo,Baby Care,Baby Bath & Hygiene,The Moms Co,393.0,393.0,Baby Oil & Shampoo,5.0,"Our Natural Baby Shampoo is a toxin-free combination of Coconut based mild cleansers that gently clean, while Organic Moringa & Organic Argan oils help nourish and strengthen your baby's soft hair.",5.0
22463,"Wonder Pants - Extra Large, Combo",Baby Care,Diapers & Wipes,Huggies,1279.17,1398.0,Diapers,,"Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, we introduce our next-generation product, India's 1st diaper pants with the unique Bubble-Bed technology. There are 3 areas where a diaper surrounds the baby's skin-the baby's bottom, the baby's waist, and the baby's thigh. The skin of the baby in all these areas is extremely delicate and sensitiveHuggies Wonder Pants diapers come with 3D Bubble bed technology with a cushiony waistband.",
22485,"Baby Bed Protector - Plain Print, Orchid",Baby Care,Baby Bath & Hygiene,Quick Dry,185.0,185.0,Baby Health,3.7,"These bed protectors for babies bed from Quick Dry are quick absorbent that makes it dry faster. It protects the baby against the dust mites, bacteria and allergens. This leakproof protector is soft, cosy and smooth. It can be easily washed in the washing machine. It comes in a variety of colours with attractive print designs and sizes.",3.7
22494,Natural Mosquito Repellent,Baby Care,Baby Bath & Hygiene,The Moms Co,348.0,348.0,Baby Creams & Lotions,4.0,"Our 100% Natural Mosquito Repellent is a DEET-Free formula enriched with the Power of 5 Natural Oils like Citronella, Eucalyptus, Lemongrass, Cedarwood and Soya that repel Malaria, Chikungunya and Dengue spreading mosquitoes. It is effective indoors and outdoors while being safe and gentle.",4.0
22644,Baby Massage Oil,Baby Care,Baby Bath & Hygiene,Himalaya Baby,400.0,400.0,Baby Oil & Shampoo,4.3,"A daily massage with Himalayas Baby Massage Oil helps in improving babys growth and development. Infused with Olive Oil and Winter Cherry, Baby Massage Oil is clinically proven to be mild enough to use on babies. It is a light and non-staining oil which can be used before bathing as a massage oil as also for moisturizing after bathing.",4.3
22662,Baby Skin Care Wipes - Cherry Blossom,Baby Care,Diapers & Wipes,bigbasket,99.0,169.0,Baby Wipes,4.3,"bigbasket Wet Wipes are made from finest quality material which gives it a distinct honey comb look. Ingredients used in these wipes are absolutely safe and free from harmful chemicals like paraben and alcohol. bigbasket Wet Wipes come in three different fragrances Fresh, Sea Breeze and Cherry. These Wipes have aloe vera as key ingredient which makes it the best choice for baby hygiene, make-up remover, sanitizing your face and hand after a long drive, sports or any other situation where you need a quick hygiene solution.",4.3
22723,"Hairstim XT Biotin 10,000mcg Tablets - With Added Nutrients",Baby Care,Mothers & Maternity,Bionova,875.0,875.0,Maternity Health Supplements,,"HAIRSTIM-XT is a hair care supplement formulated in the research unit of Bionova. The key ingredients of this supplement are amino acids, minerals, vitamins and herbal extracts. HAIRSTIM-XT could be helpful in controlling the levels of DHT, which is known to cause various hair problems. The amino acid complex triggers keratin synthesis, which helps in improving the hair volume and reducing hair loss. Consume one tablet daily after the main meal for prompt hair fall control and hair follicle nourishment",
22726,100% Natural & Healthy Snacks - Carrot & Cumin+Apple & Cinnamon (9+ Months 50G),Baby Care,Baby Food & Formula,Timios,280.0,280.0,Baby Food,,"Timios Carrot and Cumin Melts are made from 100% natural and non-fried whole grains loaded with the goodness of natural fruits and vegetable extracts. Its soft texture makes it easy to dissolve in your babys mouth instantly making them easier to swallow. Timios Melts come in different flavours for you to choose from and for your baby to relish. This product does not contain any artificial colours, flavours and preservatives.   Timios Apple and Cinnamon Melts are made from 100% natural and non-fried whole grains loaded with the goodness of natural fruits and vegetable extracts. Its soft texture makes it easy to dissolve in your babys mouth instantly making them easier to swallow. Timios Melts come in different flavours for you to choose from and for your baby to relish. This product does not contain any artificial colours, flavours and preservatives.",
22730,Baby Bottle & Food Warmer Set,Baby Care,Baby Bath & Hygiene,Pigeon Baby,3299.0,3299.0,Baby Health,,Bottle and food warmer rapidly heats up in 3 minutes. It has 3 different modes to satisfy different needs. It is designed to heat the baby food. It also comes with the feature of night lamp indication.,
22764,Laundry Detergent Kit For Babies,Baby Care,Baby Bath & Hygiene,Mamaearth,1397.0,1397.0,Baby Laundry,,"Hi! I am bio-enzyme rich Mamaearth's gentle laundry detergent for babies. I am perfect for cleaning all your newborn's delicate clothes leaving behind a delicate fragrance. I am biodegradable. The plant-based cleansers and enzymes present in me effectively clean stubborn stains of milk, food, dirt etc. I kill bad odour without leaving behind any residue that may irritate the sensitive skin of babies. Dermatologically tested, I contain no harsh chemicals like sulfates, paraben, phosphates, bleach, optical brighteners and dyes is fabric safe.",
22774,Diaper Pants - New Baby,Baby Care,Diapers & Wipes,Pampers ,195.02,199.0,Diapers,4.2,"Pampers baby-dry pants style diapers are the only pants in India with new Air Channels providing your baby with a new type of dryness overnight; breathable dryness. Magic Gel that locks wetness away for up to 12 hours of dryness. The new & improved product design enables a comfortable fit, closer to the baby's body. The flexible waistband that adapts to baby's movements for a comfortable fit. Baby lotion with Aloe Vera helps protect your baby's delicate skin from diaper rash and irritation. A top layer with a cotton-like soft material, for a comfortable nights sleep. Fun exterior graphics, fun designs & characters to enjoy with your baby.",4.2
22808,Standard Air Adult Diapers - Medium A'10,Baby Care,Diapers & Wipes,Seni,550.0,550.0,Diapers,,"All-in-one diapers Seni Standard Air with breathable wings are recommended for bedridden patients with moderate to heavy incontinence. Free air circulation on the side wings significantly lowers the risk of chafes, skin irritations and bedsores prone to develop especially in bedridden patients. Breathable products are absolutely necessary to ensure proper air ventilation, avoid certain skin disorders and keep the skin in good condition. Side standing gathers made of a hydrophobic nonwoven keep the moisture inside and prevent from side leakages. Wetness indicator - an easy and convenient way to check when a diaper should be changed - there is no need to open a product and disturb a patient to see if a diaper is soaked. Latex Free construction minimises the risk of allergies.",
22911,Perfume Body Mist For Babies & Kids With Allergen Free Black Currant Fragrance,Baby Care,Baby Bath & Hygiene,Mamaearth,299.0,299.0,Baby Bath,2.8,"Don't we all just love how pleasant babies smell? But sometimes when they end up making mess, spilling milk, food or drool, that pleasant fragrance gets masked. Don't worry, I am here to help you. Hi! I am Mamaearth's Bouncy Black Currant Body Mist for babies. The tangy & woody fragrance of Black Currant gives baby a fresh feeling & masks the odour of poop, milk, spit-up, sweat & food.",2.8
22915,Nature Care Diaper Pants - Medium Size,Baby Care,Diapers & Wipes,Huggies,363.09,399.0,Diapers,,"Nature's gentle protection for your baby's delicate skin. Presenting the new Huggies Nature Care Diaper Pants. Made with organic cotton and a pH balanced liner, it's the ideal pant-style diaper for your little one's delicate skin. With no added parabens, latex & chlorine it gently protects your baby's skin. It's more than a diaper pant, it's a hug from Nature. Made with organic cotton and a pH balanced liner with no added parabens, latex & chlorine with the wetness indicator.",
22978,Baby Reusable Diaper - Blue,Baby Care,Diapers & Wipes,Quick Dry,499.0,499.0,Diapers,4.5,"These baby diapers from Quick Dry are 100% waterproof and is leak resistant. These diapers are washable, hence it can be reused. It is safe and hygienic to be used even after the wash. It can be easily washed in the washing machine. It comes in a variety of colours and the size of these diapers can be adjusted.",4.5
22996,Total Care Medium - 54 Diaper Pants,Baby Care,Diapers & Wipes,Himalaya Baby,705.0,750.0,Diapers,4.1,"Your baby requires the utmost care. Himalaya Total Care Baby Pants is a one-step diaper solution specially designed for comfort, protection and total care of baby's skin. Himalaya Total Care Baby Pants comes in an easy to wear pant style design that offers a soft and comfortable fit & are easy to pull on and off. Enriched with the goodness of Aloe vera and Yashada bhasma, Himalaya Total Care Baby Pants offers a protective anti-rash shield that reduces the activity of harmful enzymes and prevents diaper rash.",4.1
23070,Tender Tongue Cleaner Brush - Orange,Baby Care,Baby Bath & Hygiene,Mee Mee,149.0,149.0,Baby Oral Care,4.2,"A healthy tongue is vital for optimum health in babies and adults. While you can easily help yourself, cleaning your babys tongue can be a very difficult task. Designed keeping in mind your childs delicate oral cavity, it helps smoothly remove the milk residues or thrush deposited in your childs corners of the mouth.",4.2
23130,"Peristaltic Nursing Bottle Kpp - With 2-Nipple, Medium, Pink",Baby Care,Feeding & Nursing,Pigeon Baby,270.0,270.0,Sippers & Bottles,4.0,"Breast milk is the best source of nutrition for your baby, especially during babys first year. The amount of time spent on breastfeeding also strengthens the bond between mother and baby. Pigeon bottles are made of high-quality durable plastic, the streamlined shape makes it easy for mothers to hold and keep clean. Pigeon Peristaltic Nipple to encourage babys natural tongue movement. The ultra-soft silicone with its double thickness ensures ideal softness and elasticity so that your baby can latch on comfortably and easily. The shape fits perfectly onto your babys tongue, allowing smooth tongue movement and minimizing air intake. The AVS air ventilation system: Pigeon peristaltic nipple with its air ventilation system helps to adjust the air pressure inside the bottle. It is specially designed the projections at the base and the top of the teats, which allows the milk to flow smoothly into the baby mouth. The adjustment of the air pressure inside the bottle minimizes the air intake when feeding. Hence, the baby will not swallow excessive air bubbles with milk.",4.0
23131,Baby Dry Small - 11 Diapers,Baby Care,Diapers & Wipes,Pampers ,136.0,160.0,Diapers,4.2,"Pampers baby dry diapers with magic gel can absorb quicker and hence keep the skin dry for up to 10 hours. So your baby's skin will be dry throughout the night and give him a peaceful, undisturbed golden sleep.",4.2
23259,Dry Pants Diapers - X-Large,Baby Care,Diapers & Wipes,Huggies,319.33,349.0,Diapers,5.0,"Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, we introduce our next-generation product, India’s 1st diaper pants with the unique Bubble-Bed technology. There are 3 areas where a diaper surrounds the baby’s skin, the baby’s bottom, the baby’s waist, and the baby’s thigh. The skin of the baby in all these areas is extremely delicate and sensitive. The next generation Bubble wala Huggies has 3 unique features which provide our best care & comfort in all these 3 areas.This next-generation diaper pant is lined with the super-soft 3-D Bubble-Bed in the inside layer of the diaper. This is so soft & fluffy that it feels like a bed against your baby’s bottom, keeping it extremely comfortable. Moreover, it absorbs the wetness and spreads it out evenly, keeping your little one's bottom dry.",5.0
23296,Richcee Vitamin C 1000mg Tablets - Non-Acidic,Baby Care,Mothers & Maternity,Bionova,675.0,675.0,Maternity Health Supplements,,"Bionova Vitamin C 1000mg is a dietary supplement with multiple health benefits. Vitamin C positively impacts the brain function, immune system, collagen synthesis and iron absorption. Vitamin C has an active role in tissue repair and regeneration during injuries. Vitamin C supplementation also decreases the LDL cholesterol and triglycerides levels in the blood. Vitamin C prevents the stress induced by reactive oxygen species (ROS), reactive carbonyl species (RCS), nitrites and other free radicals. Vitamin C reduces the oxidative stress that is caused due to diabetes. This vitamin alleviates the symptoms of gingivitis and bleeding gums.",
23321,"Baby Soother - Soft, Pink & Purple, 6-12m",Baby Care,Baby Accessories,Chicco,299.0,299.0,Soothers & Teethers,3.0,"Silicone is a transparent and hygienic material. It is tasteless and odourless and does not deform over time. The teat, made from silicon, is designed for promoting the functional development of tongue and facial muscles and the anatomical development of the palate and mouth.",3.0
23325,"Smile 'n Scoop Suction Training Plate and Spoon Set - Pink, 9m+",Baby Care,Baby Accessories,Munchkin,799.0,799.0,Baby Toys,,"This set includes 1 smiley-face shaped suction plate and 1 scooper spoon to aid in self-feeding. The raised eyes and smile to help guide more food onto the utensils. Sturdy, deep walls are designed for easy scooping. Strong suction base helps prevent messes and spills. It is BPA-free.",
23439,Baby Diapers & Sanitary Disposal Bag,Baby Care,Diapers & Wipes,Bodyguard,176.22,198.0,Diapers,,"Now Bigger & Better! Worried about disposing of your Sanitary & Intimate Products? Made in India, 'I Love Clean' by BodyGuard are Cute Oxo BioDegradable Disposable Sanitary Bags & are best for Hygienic Disposal of Intimate Care Products (Sanitary Pads, Tampons, Panty Liners, Baby Diapers, Condoms, PeeBuddy) or General products (which need discreet disposal). No More Black Plastic Bags, No More Newspaper. Now use I Love Clean.",
23491,"Baby Oil - Soothing Massage, 0-5 years",Baby Care,Baby Bath & Hygiene,Mamaearth,299.0,299.0,Baby Oil & Shampoo,3.5,Massaging your baby is a great way to help them gain mobility faster. Mamaearths soothing massage oil has sesame oil that helps in strengthening the muscles and improves your babys weight gain. Our massage oil also has sweet almond oil that moisturises the skin and gets easily absorbed into it. It also aids in repairing dry skin and improves skin complexion. Jojoba oil aids in minimising the chances of sun damage on your babys skin. Massaging your baby with this 100% natural and MadeSafe certified oil is the best form of love you can give to your baby.,3.5
